"WBIC","landscapeposition","area.hectares","secchi.m","GDD_wtr_5c","Model","Time","probability.high","high"
1481600,-2,59.61030222,1.720969224,2866.78690801202,"CM2","2040-2064",0.392,0
1481600,-2,59.61030222,1.720969224,2893.73634597714,"ECHAM","2040-2064",0.47,0
1482400,1,61.28994165,0.747536667,2899.98155118186,"CM2","2040-2064",0.721,1
1482400,1,61.28994165,0.747536667,2893.06440819222,"GENMOM","2065-2089",0.755,1
1482400,1,61.28994165,0.747536667,2693.16944669893,"GENMOM","2040-2064",0.689,1
1482400,1,61.28994165,0.747536667,2919.83215187124,"ECHAM","2040-2064",0.759,1
1482400,1,61.28994165,0.747536667,3242.34627326474,"ECHAM","2065-2089",0.883,1
1482400,1,61.28994165,0.747536667,2649.44140717265,"NLDAS","1989-2014",0.583,1
1483200,-3,4.577609856,1.82341,2852.2642067592,"CM2","2040-2064",0.413,0
1483200,-3,4.577609856,1.82341,2838.84406870498,"GENMOM","2065-2089",0.52,1
1483200,-3,4.577609856,1.82341,2874.9496665364,"ECHAM","2040-2064",0.245,0
1483200,-3,4.577609856,1.82341,2617.7746779344,"NLDAS","1989-2014",0.422,0
1483200,-3,4.577609856,1.82341,3196.92650580845,"ECHAM","2065-2089",0.93,1
1483200,-3,4.577609856,1.82341,2645.0879376233,"GENMOM","2040-2064",0.524,1
1487800,-3,14.22920014,0.96774,2868.14882097846,"GENMOM","2065-2089",0.524,1
1487800,-3,14.22920014,0.96774,2648.54860899354,"NLDAS","1989-2014",0.633,1
1487800,-3,14.22920014,0.96774,2898.94074527171,"ECHAM","2040-2064",0.577,1
1487800,-3,14.22920014,0.96774,2877.27646868116,"CM2","2040-2064",0.55,1
1487800,-3,14.22920014,0.96774,3218.73400604775,"ECHAM","2065-2089",0.885,1
1487800,-3,14.22920014,0.96774,2669.75381927246,"GENMOM","2040-2064",0.696,1
1488400,-3,22.36797792,2.6,2383.10962663079,"NLDAS","1989-2014",0.889,1
1488400,-3,22.36797792,2.6,2583.81451312951,"GENMOM","2065-2089",0.811,1
1488400,-3,22.36797792,2.6,2604.39869471149,"CM2","2040-2064",0.708,1
1488400,-3,22.36797792,2.6,2395.87139557814,"GENMOM","2040-2064",0.64,1
1488400,-3,22.36797792,2.6,2627.9432419488,"ECHAM","2040-2064",0.653,1
1488400,-3,22.36797792,2.6,2945.0672748486,"ECHAM","2065-2089",0.682,1
1490300,-3,54.56656793,3.874101053,2396.61218350063,"NLDAS","1989-2014",0.815,1
1490300,-3,54.56656793,3.874101053,2630.24459451717,"ECHAM","2040-2064",0.572,1
1490300,-3,54.56656793,3.874101053,2594.11293728473,"GENMOM","2065-2089",0.676,1
1490300,-3,54.56656793,3.874101053,2942.81284268131,"ECHAM","2065-2089",0.966,1
1490300,-3,54.56656793,3.874101053,2409.45157517596,"GENMOM","2040-2064",0.83,1
1490300,-3,54.56656793,3.874101053,2610.82733296861,"CM2","2040-2064",0.673,1
1502400,5,74.32005101,1.0668,2914.62798465487,"ECHAM","2040-2064",0,0
1502400,5,74.32005101,1.0668,2886.25346280541,"GENMOM","2065-2089",0,0
1502400,5,74.32005101,1.0668,2653.50183234982,"NLDAS","1989-2014",0,0
1502400,5,74.32005101,1.0668,2891.76030159085,"CM2","2040-2064",0,0
1502400,5,74.32005101,1.0668,3235.89646081879,"ECHAM","2065-2089",0.937,1
1502400,5,74.32005101,1.0668,2689.66359915432,"GENMOM","2040-2064",0.061,0
1503000,5,84.04703966,1.595333333,2836.94206515401,"ECHAM","2040-2064",0.005,0
1503000,5,84.04703966,1.595333333,2808.35614771898,"GENMOM","2065-2089",0.005,0
1503000,5,84.04703966,1.595333333,2613.59134417374,"GENMOM","2040-2064",0,0
1503000,5,84.04703966,1.595333333,2577.73185166962,"NLDAS","1989-2014",0.002,0
1503000,5,84.04703966,1.595333333,3158.03778899248,"ECHAM","2065-2089",0.741,1
1503000,5,84.04703966,1.595333333,2818.18226956154,"CM2","2040-2064",0.005,0
1504600,2,26.95859511,2.23786,2375.00795760057,"GENMOM","2040-2064",0.361,0
1504600,2,26.95859511,2.23786,2916.71259875818,"ECHAM","2065-2089",0.593,1
1504600,2,26.95859511,2.23786,2575.21577824413,"CM2","2040-2064",0.44,0
1504600,2,26.95859511,2.23786,2350.51083955244,"NLDAS","1989-2014",0.294,0
1504600,2,26.95859511,2.23786,2599.88119185894,"ECHAM","2040-2064",0.341,0
1504600,2,26.95859511,2.23786,2557.74643442075,"GENMOM","2065-2089",0.54,1
1506200,-3,31.9506238,1.452018214,2608.9493296464,"GENMOM","2040-2064",0.826,1
1506200,-3,31.9506238,1.452018214,3156.71465818216,"ECHAM","2065-2089",0.93,1
1506200,-3,31.9506238,1.452018214,2583.54409084478,"NLDAS","1989-2014",0.629,1
1506200,-3,31.9506238,1.452018214,2819.28245626427,"CM2","2040-2064",0.838,1
1506200,-3,31.9506238,1.452018214,2834.30565903188,"ECHAM","2040-2064",0.903,1
1506200,-3,31.9506238,1.452018214,2805.92696811597,"GENMOM","2065-2089",0.891,1
1506800,4,493.7015156,1.043667077,3121.20650132922,"ECHAM","2065-2089",0.509,1
1506800,4,493.7015156,1.043667077,2546.45259923889,"NLDAS","1989-2014",0.108,0
1506800,4,493.7015156,1.043667077,2799.8545312954,"ECHAM","2040-2064",0.503,1
1506800,4,493.7015156,1.043667077,2772.97734086566,"GENMOM","2065-2089",0.375,0
1506800,4,493.7015156,1.043667077,2574.24572925659,"GENMOM","2040-2064",0.163,0
1506800,4,493.7015156,1.043667077,2788.42618389494,"CM2","2040-2064",0.476,0
1513000,3,55.35953715,1.030510241,2719.0375577563,"CM2","2040-2064",0.889,1
1513000,3,55.35953715,1.030510241,2521.34291183404,"GENMOM","2040-2064",0.33,0
1513000,3,55.35953715,1.030510241,2728.55382232955,"ECHAM","2040-2064",0.891,1
1513000,3,55.35953715,1.030510241,2706.39070006979,"GENMOM","2065-2089",0.799,1
1513000,3,55.35953715,1.030510241,3045.97750259406,"ECHAM","2065-2089",0.332,0
1513000,3,55.35953715,1.030510241,2441.50475506921,"NLDAS","1989-2014",0.834,1
1513800,3,35.13927112,0.834165882,2788.22287468212,"GENMOM","2065-2089",0.857,1
1513800,3,35.13927112,0.834165882,2597.65451358664,"GENMOM","2040-2064",0.548,1
1513800,3,35.13927112,0.834165882,2795.87383222939,"CM2","2040-2064",0.867,1
1513800,3,35.13927112,0.834165882,2801.06986844801,"ECHAM","2040-2064",0.861,1
1513800,3,35.13927112,0.834165882,3119.22807223079,"ECHAM","2065-2089",0.8,1
1513800,3,35.13927112,0.834165882,2523.76102526698,"NLDAS","1989-2014",0.736,1
1514700,-3,8.253901956,2.88384,2688.90465302146,"GENMOM","2065-2089",0.653,1
1514700,-3,8.253901956,2.88384,2701.74094490257,"CM2","2040-2064",0.655,1
1514700,-3,8.253901956,2.88384,2502.58592892246,"GENMOM","2040-2064",0.042,0
1514700,-3,8.253901956,2.88384,3037.94909641535,"ECHAM","2065-2089",0.939,1
1514700,-3,8.253901956,2.88384,2717.50776883519,"ECHAM","2040-2064",0.415,0
1514700,-3,8.253901956,2.88384,2466.76226140379,"NLDAS","1989-2014",0.37,0
1515200,3,90.79237067,1.602130331,2540.67096615206,"GENMOM","2040-2064",0.568,1
1515200,3,90.79237067,1.602130331,2746.19974439787,"ECHAM","2040-2064",0.621,1
1515200,3,90.79237067,1.602130331,2482.7358503447,"NLDAS","1989-2014",0.934,1
1515200,3,90.79237067,1.602130331,2735.99112111827,"CM2","2040-2064",0.7,1
1515200,3,90.79237067,1.602130331,2727.31580064425,"GENMOM","2065-2089",0.743,1
1515200,3,90.79237067,1.602130331,3066.28070301475,"ECHAM","2065-2089",0.667,1
1515400,5,610.4029053,1.152769231,2984.16073245867,"ECHAM","2065-2089",0.049,0
1515400,5,610.4029053,1.152769231,2436.0396252834,"GENMOM","2040-2064",0.045,0
1515400,5,610.4029053,1.152769231,2627.64371778122,"GENMOM","2065-2089",0,0
1515400,5,610.4029053,1.152769231,2665.03197973114,"ECHAM","2040-2064",0,0
1515400,5,610.4029053,1.152769231,2647.1964050747,"CM2","2040-2064",0,0
1515400,5,610.4029053,1.152769231,2419.11873151644,"NLDAS","1989-2014",0.001,0
1516000,4,171.1159801,1.126631111,2347.01686146902,"NLDAS","1989-2014",0.001,0
1516000,4,171.1159801,1.126631111,2591.41685122972,"ECHAM","2040-2064",0.202,0
1516000,4,171.1159801,1.126631111,2366.66430530583,"GENMOM","2040-2064",0.001,0
1516000,4,171.1159801,1.126631111,2908.80242192822,"ECHAM","2065-2089",0.849,1
1516000,4,171.1159801,1.126631111,2554.92998814404,"GENMOM","2065-2089",0.16,0
1516000,4,171.1159801,1.126631111,2575.2642979376,"CM2","2040-2064",0.21,0
1516400,3,309.0403366,0.91580052,2537.69531900009,"GENMOM","2040-2064",0.19,0
1516400,3,309.0403366,0.91580052,3080.17095907875,"ECHAM","2065-2089",0.529,1
1516400,3,309.0403366,0.91580052,2761.24298869833,"ECHAM","2040-2064",0.816,1
1516400,3,309.0403366,0.91580052,2510.26214823099,"NLDAS","1989-2014",0.005,0
1516400,3,309.0403366,0.91580052,2735.35340365861,"GENMOM","2065-2089",0.854,1
1516400,3,309.0403366,0.91580052,2748.60398109167,"CM2","2040-2064",0.831,1
1516500,4,920.3717249,1.5,2769.07571712205,"CM2","2040-2064",0.522,1
1516500,4,920.3717249,1.5,2561.13887566911,"GENMOM","2040-2064",0.714,1
1516500,4,920.3717249,1.5,2755.97915806473,"GENMOM","2065-2089",0.622,1
1516500,4,920.3717249,1.5,2534.65497835261,"NLDAS","1989-2014",0.5,1
1516500,4,920.3717249,1.5,2781.52659235416,"ECHAM","2040-2064",0.563,1
1516500,4,920.3717249,1.5,3101.91542214431,"ECHAM","2065-2089",0.664,1
1516800,2,169.51743,1.571625,2660.30851826857,"GENMOM","2065-2089",0.66,1
1516800,2,169.51743,1.571625,2436.09311365176,"NLDAS","1989-2014",0.03,0
1516800,2,169.51743,1.571625,2469.83543842102,"GENMOM","2040-2064",0.097,0
1516800,2,169.51743,1.571625,2691.30571545199,"ECHAM","2040-2064",0.611,1
1516800,2,169.51743,1.571625,2677.71804516664,"CM2","2040-2064",0.532,1
1516800,2,169.51743,1.571625,3010.34000913998,"ECHAM","2065-2089",0.772,1
1517200,-3,95.50810757,3.600436735,2478.76576675426,"NLDAS","1989-2014",0.456,0
1517200,-3,95.50810757,3.600436735,3043.89867019428,"ECHAM","2065-2089",0.964,1
1517200,-3,95.50810757,3.600436735,2497.66663449577,"GENMOM","2040-2064",0.364,0
1517200,-3,95.50810757,3.600436735,2706.04680829723,"CM2","2040-2064",0.953,1
1517200,-3,95.50810757,3.600436735,2689.24306034496,"GENMOM","2065-2089",0.93,1
1517200,-3,95.50810757,3.600436735,2724.65806101324,"ECHAM","2040-2064",0.702,1
1517900,2,104.6654511,1.850631707,3061.51087414479,"ECHAM","2065-2089",0.757,1
1517900,2,104.6654511,1.850631707,2744.72233722031,"ECHAM","2040-2064",0.621,1
1517900,2,104.6654511,1.850631707,2524.41686720868,"GENMOM","2040-2064",0.249,0
1517900,2,104.6654511,1.850631707,2506.36142107816,"NLDAS","1989-2014",0.057,0
1517900,2,104.6654511,1.850631707,2728.3948350855,"CM2","2040-2064",0.609,1
1517900,2,104.6654511,1.850631707,2717.12114470156,"GENMOM","2065-2089",0.727,1
1518200,2,103.2592262,1.988364214,3030.61784511647,"ECHAM","2065-2089",0.926,1
1518200,2,103.2592262,1.988364214,2715.52431722236,"ECHAM","2040-2064",0.686,1
1518200,2,103.2592262,1.988364214,2476.20567696189,"NLDAS","1989-2014",0.255,0
1518200,2,103.2592262,1.988364214,2496.79138261861,"GENMOM","2040-2064",0.184,0
1518200,2,103.2592262,1.988364214,2690.46091673148,"GENMOM","2065-2089",0.643,1
1518200,2,103.2592262,1.988364214,2699.64928896037,"CM2","2040-2064",0.756,1
1518700,2,25.53159026,1.76784,2816.65226262854,"ECHAM","2040-2064",0.688,1
1518700,2,25.53159026,1.76784,3141.8222197522,"ECHAM","2065-2089",0.966,1
1518700,2,25.53159026,1.76784,2840.53588637954,"CM2","2040-2064",0.931,1
1518700,2,25.53159026,1.76784,2555.311238121,"NLDAS","1989-2014",0.751,1
1518700,2,25.53159026,1.76784,2621.13285706936,"GENMOM","2040-2064",0.593,1
1518700,2,25.53159026,1.76784,2809.93471461673,"GENMOM","2065-2089",0.693,1
1518800,2,2.682502003,2,2538.3850844422,"NLDAS","1989-2014",0.507,1
1518800,2,2.682502003,2,2741.81784143967,"GENMOM","2065-2089",0.477,0
1518800,2,2.682502003,2,2554.15120842939,"GENMOM","2040-2064",0.576,1
1518800,2,2.682502003,2,3077.40240796705,"ECHAM","2065-2089",0.847,1
1518800,2,2.682502003,2,2753.82384651414,"ECHAM","2040-2064",0.529,1
1518800,2,2.682502003,2,2748.7954346868,"CM2","2040-2064",0.539,1
1519600,-3,60.58825446,3.303268169,2474.67210642612,"NLDAS","1989-2014",0.188,0
1519600,-3,60.58825446,3.303268169,3037.23797590847,"ECHAM","2065-2089",0.951,1
1519600,-3,60.58825446,3.303268169,2703.2031707607,"CM2","2040-2064",0.912,1
1519600,-3,60.58825446,3.303268169,2690.64051113579,"GENMOM","2065-2089",0.894,1
1519600,-3,60.58825446,3.303268169,2720.17200125312,"ECHAM","2040-2064",0.665,1
1519600,-3,60.58825446,3.303268169,2497.80273247217,"GENMOM","2040-2064",0.402,0
1520900,3,118.4845884,0.837027692,2761.9015556196,"ECHAM","2040-2064",0.863,1
1520900,3,118.4845884,0.837027692,2538.87173420162,"GENMOM","2040-2064",0.504,1
1520900,3,118.4845884,0.837027692,2748.44984635997,"CM2","2040-2064",0.873,1
1520900,3,118.4845884,0.837027692,3081.24341252022,"ECHAM","2065-2089",0.738,1
1520900,3,118.4845884,0.837027692,2509.84939044545,"NLDAS","1989-2014",0.017,0
1520900,3,118.4845884,0.837027692,2732.37652848238,"GENMOM","2065-2089",0.884,1
1522400,1,118.6928481,1.801483019,2356.75312063399,"NLDAS","1989-2014",0.013,0
1522400,1,118.6928481,1.801483019,2382.8342005565,"GENMOM","2040-2064",0.025,0
1522400,1,118.6928481,1.801483019,2605.04882112073,"ECHAM","2040-2064",0.727,1
1522400,1,118.6928481,1.801483019,2588.02609171273,"CM2","2040-2064",0.632,1
1522400,1,118.6928481,1.801483019,2919.78024002336,"ECHAM","2065-2089",0.968,1
1522400,1,118.6928481,1.801483019,2569.74310680576,"GENMOM","2065-2089",0.691,1
1522900,1,58.78800084,2.7051,2426.6937967016,"NLDAS","1989-2014",0.864,1
1522900,1,58.78800084,2.7051,2660.9691630149,"ECHAM","2040-2064",0.962,1
1522900,1,58.78800084,2.7051,2445.01731099642,"GENMOM","2040-2064",0.702,1
1522900,1,58.78800084,2.7051,2634.43947093619,"GENMOM","2065-2089",0.476,0
1522900,1,58.78800084,2.7051,2976.45682351874,"ECHAM","2065-2089",0.965,1
1522900,1,58.78800084,2.7051,2647.87173499922,"CM2","2040-2064",0.942,1
1523000,-2,77.48385906,2.920274286,2646.23575337175,"ECHAM","2040-2064",0.779,1
1523000,-2,77.48385906,2.920274286,2430.5828603114,"GENMOM","2040-2064",0.442,0
1523000,-2,77.48385906,2.920274286,2630.73918681577,"CM2","2040-2064",0.211,0
1523000,-2,77.48385906,2.920274286,2411.00295087969,"NLDAS","1989-2014",0.642,1
1523000,-2,77.48385906,2.920274286,2619.37176167954,"GENMOM","2065-2089",0.632,1
1523000,-2,77.48385906,2.920274286,2960.14116040872,"ECHAM","2065-2089",0.878,1
1523500,1,74.49582717,2.434061951,2455.99207901537,"NLDAS","1989-2014",0.965,1
1523500,1,74.49582717,2.434061951,2701.83286326104,"CM2","2040-2064",0.832,1
1523500,1,74.49582717,2.434061951,2713.79181187951,"ECHAM","2040-2064",0.815,1
1523500,1,74.49582717,2.434061951,3029.1564965859,"ECHAM","2065-2089",0.859,1
1523500,1,74.49582717,2.434061951,2685.21110371147,"GENMOM","2065-2089",0.853,1
1523500,1,74.49582717,2.434061951,2491.23532044756,"GENMOM","2040-2064",0.697,1
1523600,1,162.966124,2.492667506,2401.31018075885,"NLDAS","1989-2014",0.174,0
1523600,1,162.966124,2.492667506,2443.16017531275,"GENMOM","2040-2064",0.567,1
1523600,1,162.966124,2.492667506,2664.8735491739,"ECHAM","2040-2064",0.907,1
1523600,1,162.966124,2.492667506,2656.75729079365,"CM2","2040-2064",0.869,1
1523600,1,162.966124,2.492667506,2634.23117625806,"GENMOM","2065-2089",0.446,0
1523600,1,162.966124,2.492667506,2979.1762967539,"ECHAM","2065-2089",0.918,1
1526600,0,45.64451934,0.8382,2522.02026576068,"GENMOM","2040-2064",0.64,1
1526600,0,45.64451934,0.8382,3056.05753327571,"ECHAM","2065-2089",0.788,1
1526600,0,45.64451934,0.8382,2742.2930666603,"ECHAM","2040-2064",0.882,1
1526600,0,45.64451934,0.8382,2728.39421492591,"CM2","2040-2064",0.784,1
1526600,0,45.64451934,0.8382,2479.13833263413,"NLDAS","1989-2014",0.305,0
1526600,0,45.64451934,0.8382,2715.38320550662,"GENMOM","2065-2089",0.861,1
1527800,1,119.4639843,3.687898211,2575.31144904398,"ECHAM","2040-2064",0.949,1
1527800,1,119.4639843,3.687898211,2339.99042446273,"NLDAS","1989-2014",0.904,1
1527800,1,119.4639843,3.687898211,2886.09078256099,"ECHAM","2065-2089",0.897,1
1527800,1,119.4639843,3.687898211,2541.37955147677,"GENMOM","2065-2089",0.941,1
1527800,1,119.4639843,3.687898211,2557.33708648527,"CM2","2040-2064",0.959,1
1527800,1,119.4639843,3.687898211,2356.00152044244,"GENMOM","2040-2064",0.629,1
1528300,4,1706.632046,1.41312973,3028.15081119389,"ECHAM","2065-2089",0.683,1
1528300,4,1706.632046,1.41312973,2715.81529486742,"ECHAM","2040-2064",0.815,1
1528300,4,1706.632046,1.41312973,2493.5379045864,"GENMOM","2040-2064",0.382,0
1528300,4,1706.632046,1.41312973,2698.5853357391,"CM2","2040-2064",0.823,1
1528300,4,1706.632046,1.41312973,2687.48443271075,"GENMOM","2065-2089",0.697,1
1528300,4,1706.632046,1.41312973,2469.4214260183,"NLDAS","1989-2014",0.055,0
1528700,1,54.89341868,1,2510.74600716433,"GENMOM","2040-2064",0.351,0
1528700,1,54.89341868,1,2705.47197620654,"GENMOM","2065-2089",0.832,1
1528700,1,54.89341868,1,3041.68551001289,"ECHAM","2065-2089",0.412,0
1528700,1,54.89341868,1,2714.71657327609,"CM2","2040-2064",0.814,1
1528700,1,54.89341868,1,2469.92843877425,"NLDAS","1989-2014",0.088,0
1528700,1,54.89341868,1,2727.04865292805,"ECHAM","2040-2064",0.698,1
1529500,3,165.7685838,0.6096,2690.65891887237,"GENMOM","2065-2089",0.412,0
1529500,3,165.7685838,0.6096,2702.52148809082,"CM2","2040-2064",0.741,1
1529500,3,165.7685838,0.6096,3030.6642026218,"ECHAM","2065-2089",0.772,1
1529500,3,165.7685838,0.6096,2496.89057243601,"GENMOM","2040-2064",0.105,0
1529500,3,165.7685838,0.6096,2716.64513321596,"ECHAM","2040-2064",0.807,1
1529500,3,165.7685838,0.6096,2450.89069721469,"NLDAS","1989-2014",0.004,0
1533200,-2,51.78366879,1.3716,2942.03053807748,"ECHAM","2065-2089",0.688,1
1533200,-2,51.78366879,1.3716,2409.13673624,"GENMOM","2040-2064",0.122,0
1533200,-2,51.78366879,1.3716,2631.16258996471,"ECHAM","2040-2064",0.711,1
1533200,-2,51.78366879,1.3716,2381.66420477966,"NLDAS","1989-2014",0.24,0
1533200,-2,51.78366879,1.3716,2610.62127707358,"CM2","2040-2064",0.704,1
1533200,-2,51.78366879,1.3716,2597.32923102824,"GENMOM","2065-2089",0.686,1
1534800,1,80.14658327,3.642814925,2614.80813201415,"CM2","2040-2064",0.864,1
1534800,1,80.14658327,3.642814925,2633.53675807154,"ECHAM","2040-2064",0.556,1
1534800,1,80.14658327,3.642814925,2944.47857490359,"ECHAM","2065-2089",0.773,1
1534800,1,80.14658327,3.642814925,2604.00391658368,"GENMOM","2065-2089",0.775,1
1534800,1,80.14658327,3.642814925,2396.9421114532,"NLDAS","1989-2014",0.227,0
1534800,1,80.14658327,3.642814925,2415.09586775849,"GENMOM","2040-2064",0.26,0
1535000,1,73.13067824,6.193366667,2556.43906729874,"ECHAM","2040-2064",0.942,1
1535000,1,73.13067824,6.193366667,2523.64459705439,"GENMOM","2065-2089",0.45,0
1535000,1,73.13067824,6.193366667,2323.42201582692,"NLDAS","1989-2014",0.009,0
1535000,1,73.13067824,6.193366667,2536.93584474488,"CM2","2040-2064",0.758,1
1535000,1,73.13067824,6.193366667,2336.09957830496,"GENMOM","2040-2064",0.018,0
1535000,1,73.13067824,6.193366667,2866.52857942479,"ECHAM","2065-2089",0.796,1
1536300,3,529.9293959,3.01644,2572.00292641745,"CM2","2040-2064",0.724,1
1536300,3,529.9293959,3.01644,2359.40004637197,"NLDAS","1989-2014",0.006,0
1536300,3,529.9293959,3.01644,2557.18092188728,"GENMOM","2065-2089",0.646,1
1536300,3,529.9293959,3.01644,2370.49557007682,"GENMOM","2040-2064",0.095,0
1536300,3,529.9293959,3.01644,2591.93992834061,"ECHAM","2040-2064",0.911,1
1536300,3,529.9293959,3.01644,2898.49857985048,"ECHAM","2065-2089",0.446,0
1537100,-3,47.46183485,1.54305,2683.04924671241,"ECHAM","2040-2064",0.681,1
1537100,-3,47.46183485,1.54305,2656.89803145963,"GENMOM","2065-2089",0.645,1
1537100,-3,47.46183485,1.54305,2990.0537606441,"ECHAM","2065-2089",0.681,1
1537100,-3,47.46183485,1.54305,2440.87113404666,"NLDAS","1989-2014",0.018,0
1537100,-3,47.46183485,1.54305,2664.59833463936,"CM2","2040-2064",0.713,1
1537100,-3,47.46183485,1.54305,2468.3598852942,"GENMOM","2040-2064",0.181,0
1537800,1,82.61574919,2.422472246,2666.52272487395,"ECHAM","2040-2064",0.839,1
1537800,1,82.61574919,2.422472246,2972.58398791316,"ECHAM","2065-2089",0.916,1
1537800,1,82.61574919,2.422472246,2432.70944671307,"NLDAS","1989-2014",0.399,0
1537800,1,82.61574919,2.422472246,2638.9528985416,"GENMOM","2065-2089",0.693,1
1537800,1,82.61574919,2.422472246,2447.41458707032,"GENMOM","2040-2064",0.733,1
1537800,1,82.61574919,2.422472246,2646.62728983851,"CM2","2040-2064",0.728,1
1538600,-3,178.2761578,6.404107404,2352.1853497116,"NLDAS","1989-2014",0.038,0
1538600,-3,178.2761578,6.404107404,2558.01653645711,"GENMOM","2065-2089",0.937,1
1538600,-3,178.2761578,6.404107404,2590.33916845491,"ECHAM","2040-2064",0.952,1
1538600,-3,178.2761578,6.404107404,2367.79591444495,"GENMOM","2040-2064",0.361,0
1538600,-3,178.2761578,6.404107404,2902.18426814639,"ECHAM","2065-2089",0.997,1
1538600,-3,178.2761578,6.404107404,2568.22531374585,"CM2","2040-2064",0.953,1
1538900,1,103.0763348,2.560461111,2556.60251714453,"GENMOM","2065-2089",0.918,1
1538900,1,103.0763348,2.560461111,2369.82445829283,"GENMOM","2040-2064",0.539,1
1538900,1,103.0763348,2.560461111,2590.12359332404,"ECHAM","2040-2064",0.758,1
1538900,1,103.0763348,2.560461111,2570.82947920561,"CM2","2040-2064",0.907,1
1538900,1,103.0763348,2.560461111,2352.99938162358,"NLDAS","1989-2014",0.169,0
1538900,1,103.0763348,2.560461111,2896.05963249225,"ECHAM","2065-2089",0.996,1
1539600,1,283.2598113,2.863543448,2652.7348242077,"ECHAM","2040-2064",0.759,1
1539600,1,283.2598113,2.863543448,2418.47391614838,"NLDAS","1989-2014",0.636,1
1539600,1,283.2598113,2.863543448,2960.40287080543,"ECHAM","2065-2089",0.905,1
1539600,1,283.2598113,2.863543448,2632.99019719628,"CM2","2040-2064",0.162,0
1539600,1,283.2598113,2.863543448,2625.47728268517,"GENMOM","2065-2089",0.23,0
1539600,1,283.2598113,2.863543448,2434.40277924706,"GENMOM","2040-2064",0.558,1
1539700,-2,106.7658309,2.405996505,2954.733458993,"ECHAM","2065-2089",0.547,1
1539700,-2,106.7658309,2.405996505,2648.43442685441,"ECHAM","2040-2064",0.659,1
1539700,-2,106.7658309,2.405996505,2433.71415054163,"GENMOM","2040-2064",0.613,1
1539700,-2,106.7658309,2.405996505,2631.6921402897,"CM2","2040-2064",0.531,1
1539700,-2,106.7658309,2.405996505,2414.20172875411,"NLDAS","1989-2014",0.609,1
1539700,-2,106.7658309,2.405996505,2622.72101396516,"GENMOM","2065-2089",0.484,0
1540300,1,29.47460675,3.309232,2352.48735327496,"NLDAS","1989-2014",0.565,1
1540300,1,29.47460675,3.309232,2606.35296217397,"ECHAM","2040-2064",0.635,1
1540300,1,29.47460675,3.309232,2595.8627052094,"CM2","2040-2064",0.756,1
1540300,1,29.47460675,3.309232,2390.63258357536,"GENMOM","2040-2064",0.389,0
1540300,1,29.47460675,3.309232,2914.07545940213,"ECHAM","2065-2089",0.976,1
1540300,1,29.47460675,3.309232,2577.70619424656,"GENMOM","2065-2089",0.841,1
1540400,0,90.10678397,3.438330612,2904.43283960034,"ECHAM","2065-2089",0.956,1
1540400,0,90.10678397,3.438330612,2380.80208764413,"GENMOM","2040-2064",0.308,0
1540400,0,90.10678397,3.438330612,2568.047400907,"GENMOM","2065-2089",0.905,1
1540400,0,90.10678397,3.438330612,2337.24657305746,"NLDAS","1989-2014",0.334,0
1540400,0,90.10678397,3.438330612,2597.53967552839,"ECHAM","2040-2064",0.871,1
1540400,0,90.10678397,3.438330612,2587.635087919,"CM2","2040-2064",0.857,1
1541100,2,34.29050695,2.658539559,2409.88792958012,"NLDAS","1989-2014",0.161,0
1541100,2,34.29050695,2.658539559,2983.36657660319,"ECHAM","2065-2089",0.917,1
1541100,2,34.29050695,2.658539559,2661.52322002414,"CM2","2040-2064",0.93,1
1541100,2,34.29050695,2.658539559,2456.11763081599,"GENMOM","2040-2064",0.417,0
1541100,2,34.29050695,2.658539559,2648.70646356571,"GENMOM","2065-2089",0.888,1
1541100,2,34.29050695,2.658539559,2673.20270365431,"ECHAM","2040-2064",0.946,1
1541300,2,45.63769746,2.841625,2978.16764841213,"ECHAM","2065-2089",0.923,1
1541300,2,45.63769746,2.841625,2667.4786169312,"ECHAM","2040-2064",0.846,1
1541300,2,45.63769746,2.841625,2655.70023061639,"CM2","2040-2064",0.826,1
1541300,2,45.63769746,2.841625,2404.39474751425,"NLDAS","1989-2014",0.046,0
1541300,2,45.63769746,2.841625,2643.52743920284,"GENMOM","2065-2089",0.804,1
1541300,2,45.63769746,2.841625,2450.32875275453,"GENMOM","2040-2064",0.284,0
1541500,0,38.99628058,3.5833632,2955.05860389222,"ECHAM","2065-2089",0.935,1
1541500,0,38.99628058,3.5833632,2646.40955865101,"ECHAM","2040-2064",0.942,1
1541500,0,38.99628058,3.5833632,2618.48574922351,"GENMOM","2065-2089",0.852,1
1541500,0,38.99628058,3.5833632,2428.80004854789,"GENMOM","2040-2064",0.146,0
1541500,0,38.99628058,3.5833632,2385.50327816394,"NLDAS","1989-2014",0.473,0
1541500,0,38.99628058,3.5833632,2632.64810910123,"CM2","2040-2064",0.615,1
1542300,2,283.1875448,3.296173731,2419.35861311563,"GENMOM","2040-2064",0.222,0
1542300,2,283.1875448,3.296173731,2626.63241656859,"CM2","2040-2064",0.59,1
1542300,2,283.1875448,3.296173731,2610.62489247966,"GENMOM","2065-2089",0.671,1
1542300,2,283.1875448,3.296173731,2381.20916392609,"NLDAS","1989-2014",0.405,0
1542300,2,283.1875448,3.296173731,2640.18606017453,"ECHAM","2040-2064",0.86,1
1542300,2,283.1875448,3.296173731,2950.00092175803,"ECHAM","2065-2089",0.872,1
