"WBIC","landscapeposition","area.hectares","secchi.m","GDD_wtr_5c","Model","Time","probability.high","high"
60500,-2,4.536704618,2.93615,3769.80068818668,"ECHAM","2065-2089",0.889,1
60500,-2,4.536704618,2.93615,3372.83470994039,"CM2","2040-2064",0.889,1
60500,-2,4.536704618,2.93615,3357.52146441724,"GENMOM","2065-2089",0.889,1
60500,-2,4.536704618,2.93615,3163.9113312572,"NLDAS","1989-2014",0.889,1
60500,-2,4.536704618,2.93615,3159.77887677173,"GENMOM","2040-2064",0.889,1
60800,1,30.35971025,2.771611163,3115.30621511337,"GENMOM","2065-2089",0.969,1
60800,1,30.35971025,2.771611163,2914.76081978057,"NLDAS","1989-2014",0.998,1
60800,1,30.35971025,2.771611163,3528.06226294994,"ECHAM","2065-2089",0.935,1
60800,1,30.35971025,2.771611163,3134.22013794833,"CM2","2040-2064",0.928,1
60800,1,30.35971025,2.771611163,3188.32763200493,"ECHAM","2040-2064",0.935,1
60800,1,30.35971025,2.771611163,2923.05539338143,"GENMOM","2040-2064",0.989,1
61200,1,5.899662252,0.872004,3600.50871986841,"ECHAM","2040-2064",0.95,1
61200,1,5.899662252,0.872004,3963.9877892554,"ECHAM","2065-2089",0.95,1
61200,1,5.899662252,0.872004,3336.18024061243,"NLDAS","1989-2014",0.95,1
61200,1,5.899662252,0.872004,3338.65957609632,"GENMOM","2040-2064",0.95,1
61200,1,5.899662252,0.872004,3542.25036849648,"GENMOM","2065-2089",0.95,1
61200,1,5.899662252,0.872004,3556.58739305672,"CM2","2040-2064",0.95,1
63700,-3,3.685090661,3.321216,3048.54796878704,"CM2","2040-2064",0.957,1
63700,-3,3.685090661,3.321216,3036.14401167587,"GENMOM","2065-2089",0.95,1
63700,-3,3.685090661,3.321216,3431.26822372689,"ECHAM","2065-2089",0.889,1
63700,-3,3.685090661,3.321216,2912.81991116243,"NLDAS","1989-2014",0.992,1
63700,-3,3.685090661,3.321216,2846.04443454364,"GENMOM","2040-2064",0.99,1
63700,-3,3.685090661,3.321216,3097.54542386889,"ECHAM","2040-2064",0.972,1
64000,0,32.24940812,2.901,2824.86969402986,"GENMOM","2040-2064",0.997,1
64000,0,32.24940812,2.901,3071.34879964718,"ECHAM","2040-2064",0.959,1
64000,0,32.24940812,2.901,3395.88125639959,"ECHAM","2065-2089",0.917,1
64000,0,32.24940812,2.901,3007.41177403924,"GENMOM","2065-2089",0.991,1
64000,0,32.24940812,2.901,3025.47982121682,"CM2","2040-2064",0.986,1
64000,0,32.24940812,2.901,2918.53865494721,"NLDAS","1989-2014",1,1
64200,1,8.321285566,2.417488085,2932.47060331467,"GENMOM","2040-2064",0.82,1
64200,1,8.321285566,2.417488085,3187.31506882655,"ECHAM","2040-2064",0.997,1
64200,1,8.321285566,2.417488085,2998.77028938734,"NLDAS","1989-2014",0.998,1
64200,1,8.321285566,2.417488085,3523.65652904462,"ECHAM","2065-2089",0.997,1
64200,1,8.321285566,2.417488085,3137.96092048493,"CM2","2040-2064",1,1
64200,1,8.321285566,2.417488085,3121.87509428314,"GENMOM","2065-2089",0.995,1
66800,1,9.041165518,1.647154573,2844.02012586212,"NLDAS","1989-2014",0.994,1
66800,1,9.041165518,1.647154573,3019.31898053461,"ECHAM","2040-2064",0.699,1
66800,1,9.041165518,1.647154573,2880.17747034289,"GENMOM","2065-2089",0.838,1
66800,1,9.041165518,1.647154573,2705.64496347958,"GENMOM","2040-2064",0.83,1
66800,1,9.041165518,1.647154573,2989.24145702527,"CM2","2040-2064",0.848,1
66800,1,9.041165518,1.647154573,3331.70236136037,"ECHAM","2065-2089",0.93,1
67100,-3,2.419886036,2.039189474,2902.37121251335,"CM2","2040-2064",0.576,1
67100,-3,2.419886036,2.039189474,2774.68928445753,"NLDAS","1989-2014",0.752,1
67100,-3,2.419886036,2.039189474,2924.81772074797,"ECHAM","2040-2064",0.651,1
67100,-3,2.419886036,2.039189474,3229.68162306802,"ECHAM","2065-2089",0.971,1
67100,-3,2.419886036,2.039189474,2630.08371417434,"GENMOM","2040-2064",0.738,1
67100,-3,2.419886036,2.039189474,2801.66717588568,"GENMOM","2065-2089",0.842,1
67200,1,15.13989365,2.256406,2926.49408769152,"ECHAM","2040-2064",0.562,1
67200,1,15.13989365,2.256406,3228.19864301908,"ECHAM","2065-2089",0.865,1
67200,1,15.13989365,2.256406,2776.81241897294,"NLDAS","1989-2014",0.718,1
67200,1,15.13989365,2.256406,2801.5372452081,"GENMOM","2065-2089",0.694,1
67200,1,15.13989365,2.256406,2632.48051333433,"GENMOM","2040-2064",0.59,1
67200,1,15.13989365,2.256406,2905.57269195013,"CM2","2040-2064",0.53,1
67400,2,29.38633968,1.587466876,2905.64815789352,"CM2","2040-2064",0.687,1
67400,2,29.38633968,1.587466876,2928.32441065438,"ECHAM","2040-2064",0.687,1
67400,2,29.38633968,1.587466876,2799.16588884503,"GENMOM","2065-2089",0.782,1
67400,2,29.38633968,1.587466876,2779.50360390209,"NLDAS","1989-2014",0.759,1
67400,2,29.38633968,1.587466876,3230.55179615311,"ECHAM","2065-2089",0.916,1
67400,2,29.38633968,1.587466876,2630.12749472453,"GENMOM","2040-2064",0.431,0
68100,-3,19.40379392,2.548423604,2931.76685956298,"CM2","2040-2064",0.746,1
68100,-3,19.40379392,2.548423604,3299.53201153838,"ECHAM","2065-2089",0.958,1
68100,-3,19.40379392,2.548423604,2913.26050840126,"GENMOM","2065-2089",0.982,1
68100,-3,19.40379392,2.548423604,2737.61409204229,"GENMOM","2040-2064",0.986,1
68100,-3,19.40379392,2.548423604,2979.51879528678,"ECHAM","2040-2064",0.884,1
68100,-3,19.40379392,2.548423604,2821.5884000062,"NLDAS","1989-2014",1,1
68300,-3,28.13393774,2.714914807,2916.52123858015,"GENMOM","2040-2064",0.992,1
68300,-3,28.13393774,2.714914807,3531.6918881234,"ECHAM","2065-2089",0.927,1
68300,-3,28.13393774,2.714914807,3111.14794156846,"GENMOM","2065-2089",0.96,1
68300,-3,28.13393774,2.714914807,3142.38387197196,"CM2","2040-2064",0.927,1
68300,-3,28.13393774,2.714914807,2908.47803496156,"NLDAS","1989-2014",0.997,1
68300,-3,28.13393774,2.714914807,3192.28231014953,"ECHAM","2040-2064",0.927,1
68600,-3,4.601995563,1.369157576,3181.49898157393,"CM2","2040-2064",0.994,1
68600,-3,4.601995563,1.369157576,2935.93810124541,"NLDAS","1989-2014",0.617,1
68600,-3,4.601995563,1.369157576,3579.28321057577,"ECHAM","2065-2089",0.994,1
68600,-3,4.601995563,1.369157576,2954.78977257186,"GENMOM","2040-2064",0.7,1
68600,-3,4.601995563,1.369157576,3228.22588470601,"ECHAM","2040-2064",0.994,1
68600,-3,4.601995563,1.369157576,3148.68250268425,"GENMOM","2065-2089",0.934,1
77300,-3,14.22972848,0.74842439,2920.46441276683,"NLDAS","1989-2014",0.578,1
77300,-3,14.22972848,0.74842439,3215.18599489269,"ECHAM","2040-2064",0.838,1
77300,-3,14.22972848,0.74842439,3164.37965727987,"CM2","2040-2064",0.767,1
77300,-3,14.22972848,0.74842439,3555.62257724276,"ECHAM","2065-2089",0.839,1
77300,-3,14.22972848,0.74842439,3135.89032103286,"GENMOM","2065-2089",0.811,1
77300,-3,14.22972848,0.74842439,2945.66949988017,"GENMOM","2040-2064",0.633,1
77500,-3,51.50672129,1.022124608,2910.3810803882,"NLDAS","1989-2014",0.86,1
77500,-3,51.50672129,1.022124608,2930.47674778997,"GENMOM","2040-2064",0.822,1
77500,-3,51.50672129,1.022124608,3202.53309765363,"ECHAM","2040-2064",0.898,1
77500,-3,51.50672129,1.022124608,3540.32840246821,"ECHAM","2065-2089",0.899,1
77500,-3,51.50672129,1.022124608,3124.19407393778,"GENMOM","2065-2089",0.764,1
77500,-3,51.50672129,1.022124608,3153.86842188374,"CM2","2040-2064",0.85,1
77600,-3,4.252346918,0.305718095,3112.01308473874,"NLDAS","1989-2014",0.367,0
77600,-3,4.252346918,0.305718095,3134.1042103992,"GENMOM","2040-2064",0.41,0
77600,-3,4.252346918,0.305718095,3367.98025457254,"CM2","2040-2064",0.463,0
77600,-3,4.252346918,0.305718095,3768.89528590686,"ECHAM","2065-2089",0.463,0
77600,-3,4.252346918,0.305718095,3348.66337160706,"GENMOM","2065-2089",0.463,0
77600,-3,4.252346918,0.305718095,3416.88083725245,"ECHAM","2040-2064",0.463,0
79800,3,6.997004058,0.522042,3540.56806767396,"ECHAM","2065-2089",0.28,0
79800,3,6.997004058,0.522042,2925.11591811067,"GENMOM","2040-2064",0.087,0
79800,3,6.997004058,0.522042,3151.44383637719,"CM2","2040-2064",0.117,0
79800,3,6.997004058,0.522042,2899.35105644727,"NLDAS","1989-2014",0.092,0
79800,3,6.997004058,0.522042,3195.755103835,"ECHAM","2040-2064",0.123,0
79800,3,6.997004058,0.522042,3121.75015299705,"GENMOM","2065-2089",0.091,0
81200,3,4.280366602,1.75718,3800.40734434457,"ECHAM","2065-2089",0.83,1
81200,3,4.280366602,1.75718,3382.94685055054,"GENMOM","2065-2089",0.83,1
81200,3,4.280366602,1.75718,3187.12003271824,"GENMOM","2040-2064",0.828,1
81200,3,4.280366602,1.75718,3205.86126610117,"NLDAS","1989-2014",0.829,1
81200,3,4.280366602,1.75718,3405.12739411226,"CM2","2040-2064",0.83,1
81200,3,4.280366602,1.75718,3442.80514295528,"ECHAM","2040-2064",0.83,1
82900,-3,16.93534201,3.462530233,3026.05690054923,"GENMOM","2065-2089",0.959,1
82900,-3,16.93534201,3.462530233,2862.04459586923,"NLDAS","1989-2014",0.998,1
82900,-3,16.93534201,3.462530233,3034.72579474133,"CM2","2040-2064",0.955,1
82900,-3,16.93534201,3.462530233,3419.57437517652,"ECHAM","2065-2089",0.893,1
82900,-3,16.93534201,3.462530233,2833.03094190828,"GENMOM","2040-2064",0.958,1
82900,-3,16.93534201,3.462530233,3088.3060912798,"ECHAM","2040-2064",0.971,1
84600,1,13.02930476,2.609758085,3281.2333720527,"ECHAM","2065-2089",0.925,1
84600,1,13.02930476,2.609758085,2908.70782459765,"GENMOM","2065-2089",0.99,1
84600,1,13.02930476,2.609758085,2825.27882500485,"NLDAS","1989-2014",1,1
84600,1,13.02930476,2.609758085,2731.5412909436,"GENMOM","2040-2064",0.931,1
84600,1,13.02930476,2.609758085,2924.70071065821,"CM2","2040-2064",0.967,1
84600,1,13.02930476,2.609758085,2968.88721999833,"ECHAM","2040-2064",0.894,1
85400,1,12.75640588,1.4262,2937.67451455433,"GENMOM","2065-2089",0.863,1
85400,1,12.75640588,1.4262,2845.96539751233,"NLDAS","1989-2014",0.994,1
85400,1,12.75640588,1.4262,2951.48832494812,"CM2","2040-2064",0.931,1
85400,1,12.75640588,1.4262,2758.80209607247,"GENMOM","2040-2064",0.833,1
85400,1,12.75640588,1.4262,3311.22443202177,"ECHAM","2065-2089",0.945,1
85400,1,12.75640588,1.4262,2997.42967159754,"ECHAM","2040-2064",0.968,1
87900,-3,5.673836268,2.968448985,2896.29831411371,"CM2","2040-2064",0.982,1
87900,-3,5.673836268,2.968448985,2795.13520272862,"NLDAS","1989-2014",1,1
87900,-3,5.673836268,2.968448985,2880.42767984432,"GENMOM","2065-2089",0.98,1
87900,-3,5.673836268,2.968448985,2941.53288332666,"ECHAM","2040-2064",0.822,1
87900,-3,5.673836268,2.968448985,3253.82539694907,"ECHAM","2065-2089",0.877,1
87900,-3,5.673836268,2.968448985,2704.63571519403,"GENMOM","2040-2064",0.885,1
93100,-3,120.3223311,2.6034,2697.5469529688,"ECHAM","2040-2064",0.76,1
93100,-3,120.3223311,2.6034,2405.22405402803,"GENMOM","2040-2064",0.644,1
93100,-3,120.3223311,2.6034,2641.24828901488,"CM2","2040-2064",0.921,1
93100,-3,120.3223311,2.6034,2541.77874011957,"NLDAS","1989-2014",0.997,1
93100,-3,120.3223311,2.6034,2567.56430253273,"GENMOM","2065-2089",0.916,1
93100,-3,120.3223311,2.6034,2993.77857051744,"ECHAM","2065-2089",0.853,1
93300,-3,16.42282309,1.11264,3308.37203756104,"ECHAM","2040-2064",0.968,1
93300,-3,16.42282309,1.11264,3171.06027688497,"GENMOM","2065-2089",0.865,1
93300,-3,16.42282309,1.11264,3623.90825375736,"ECHAM","2065-2089",0.968,1
93300,-3,16.42282309,1.11264,3172.36129060486,"NLDAS","1989-2014",0.864,1
93300,-3,16.42282309,1.11264,2992.18925241654,"GENMOM","2040-2064",0.796,1
93300,-3,16.42282309,1.11264,3254.47881080004,"CM2","2040-2064",0.968,1
93500,-3,142.540263,1.34454,2793.57227898516,"ECHAM","2040-2064",0.765,1
93500,-3,142.540263,1.34454,2745.20087882189,"CM2","2040-2064",0.805,1
93500,-3,142.540263,1.34454,2567.00871686315,"GENMOM","2040-2064",0.516,1
93500,-3,142.540263,1.34454,2680.67735645253,"NLDAS","1989-2014",0.627,1
93500,-3,142.540263,1.34454,2729.60347737698,"GENMOM","2065-2089",0.657,1
93500,-3,142.540263,1.34454,3098.36903865256,"ECHAM","2065-2089",0.634,1
94200,0,20.3817527,2.619685429,2820.18754577787,"ECHAM","2040-2064",0.997,1
94200,0,20.3817527,2.619685429,3120.22077527341,"ECHAM","2065-2089",0.919,1
94200,0,20.3817527,2.619685429,2767.76299843975,"GENMOM","2065-2089",0.99,1
94200,0,20.3817527,2.619685429,2710.68740392253,"NLDAS","1989-2014",0.982,1
94200,0,20.3817527,2.619685429,2778.49663629434,"CM2","2040-2064",0.999,1
94200,0,20.3817527,2.619685429,2600.61326217617,"GENMOM","2040-2064",0.657,1
94300,-3,10.78556416,2.54354,2848.30771455487,"CM2","2040-2064",0.96,1
94300,-3,10.78556416,2.54354,2893.42929477627,"ECHAM","2040-2064",0.983,1
94300,-3,10.78556416,2.54354,3200.6796588146,"ECHAM","2065-2089",0.96,1
94300,-3,10.78556416,2.54354,2839.40560451302,"GENMOM","2065-2089",0.948,1
94300,-3,10.78556416,2.54354,2767.05621753783,"NLDAS","1989-2014",0.999,1
94300,-3,10.78556416,2.54354,2668.82401374512,"GENMOM","2040-2064",0.862,1
94700,0,7.515792937,2.479381333,3086.83569559442,"ECHAM","2065-2089",0.979,1
94700,0,7.515792937,2.479381333,2787.68643457469,"ECHAM","2040-2064",0.941,1
94700,0,7.515792937,2.479381333,2566.45061352147,"GENMOM","2040-2064",0.885,1
94700,0,7.515792937,2.479381333,2748.00092905057,"CM2","2040-2064",0.939,1
94700,0,7.515792937,2.479381333,2732.17546534228,"GENMOM","2065-2089",0.88,1
94700,0,7.515792937,2.479381333,2689.79619835843,"NLDAS","1989-2014",0.992,1
95700,3,38.04775613,0.65,2949.37829619941,"ECHAM","2040-2064",0.963,1
95700,3,38.04775613,0.65,2817.36467364019,"GENMOM","2065-2089",0.885,1
95700,3,38.04775613,0.65,2767.10702082437,"NLDAS","1989-2014",0.959,1
95700,3,38.04775613,0.65,3260.27393653901,"ECHAM","2065-2089",0.922,1
95700,3,38.04775613,0.65,2905.34649714085,"CM2","2040-2064",0.948,1
95700,3,38.04775613,0.65,2643.7452175246,"GENMOM","2040-2064",0.522,1
97700,2,350.1075047,1.912626724,2650.98628119743,"NLDAS","1989-2014",0.758,1
97700,2,350.1075047,1.912626724,2773.85868696438,"ECHAM","2040-2064",0.625,1
97700,2,350.1075047,1.912626724,3074.13670762206,"ECHAM","2065-2089",0.905,1
97700,2,350.1075047,1.912626724,2481.44715546349,"GENMOM","2040-2064",0.604,1
97700,2,350.1075047,1.912626724,2736.68249310493,"CM2","2040-2064",0.523,1
97700,2,350.1075047,1.912626724,2646.16640899715,"GENMOM","2065-2089",0.764,1
98600,1,467.97644,1.652963087,2402.42105159699,"GENMOM","2040-2064",0.094,0
98600,1,467.97644,1.652963087,2689.0247475907,"ECHAM","2040-2064",0.761,1
98600,1,467.97644,1.652963087,2559.83206438016,"NLDAS","1989-2014",0.889,1
98600,1,467.97644,1.652963087,2645.52880213133,"CM2","2040-2064",0.825,1
98600,1,467.97644,1.652963087,2563.92829733239,"GENMOM","2065-2089",0.881,1
98600,1,467.97644,1.652963087,2985.26618236579,"ECHAM","2065-2089",0.845,1
100000,1,8.147184743,0.283304,2812.08180663185,"NLDAS","1989-2014",0.141,0
100000,1,8.147184743,0.283304,3263.05432819103,"ECHAM","2065-2089",0.302,0
100000,1,8.147184743,0.283304,2906.0849159441,"CM2","2040-2064",0.09,0
100000,1,8.147184743,0.283304,2740.73890537181,"GENMOM","2040-2064",0.305,0
100000,1,8.147184743,0.283304,2956.3814746663,"ECHAM","2040-2064",0.087,0
100000,1,8.147184743,0.283304,2904.02441930968,"GENMOM","2065-2089",0.094,0
101300,-3,8.488334018,3.01618022,3476.49216757063,"ECHAM","2065-2089",0.892,1
101300,-3,8.488334018,3.01618022,3094.98940443664,"CM2","2040-2064",0.969,1
101300,-3,8.488334018,3.01618022,3126.50235485289,"ECHAM","2040-2064",0.914,1
101300,-3,8.488334018,3.01618022,2847.71740417763,"NLDAS","1989-2014",0.996,1
101300,-3,8.488334018,3.01618022,3076.66677119047,"GENMOM","2065-2089",0.927,1
101300,-3,8.488334018,3.01618022,2877.01022037414,"GENMOM","2040-2064",0.934,1
101700,-3,28.80283042,2.7483,3614.21323421959,"ECHAM","2065-2089",0.921,1
101700,-3,28.80283042,2.7483,3209.38261300072,"CM2","2040-2064",0.921,1
101700,-3,28.80283042,2.7483,3253.40330091262,"ECHAM","2040-2064",0.921,1
101700,-3,28.80283042,2.7483,3185.52722339484,"GENMOM","2065-2089",0.921,1
101700,-3,28.80283042,2.7483,2949.93428141189,"NLDAS","1989-2014",0.728,1
101700,-3,28.80283042,2.7483,2983.31909004815,"GENMOM","2040-2064",0.893,1
102000,-3,3.987891795,0.974741,3246.7051862077,"GENMOM","2040-2064",0.877,1
102000,-3,3.987891795,0.974741,3518.01700181413,"ECHAM","2040-2064",0.878,1
102000,-3,3.987891795,0.974741,3204.32945209275,"NLDAS","1989-2014",0.877,1
102000,-3,3.987891795,0.974741,3466.3028921033,"CM2","2040-2064",0.878,1
102000,-3,3.987891795,0.974741,3450.96910195728,"GENMOM","2065-2089",0.878,1
102000,-3,3.987891795,0.974741,3880.04095550936,"ECHAM","2065-2089",0.878,1
102600,-3,19.29906782,3.702707368,3664.26628513113,"ECHAM","2065-2089",0.906,1
102600,-3,19.29906782,3.702707368,3312.00242365553,"ECHAM","2040-2064",0.906,1
102600,-3,19.29906782,3.702707368,3046.13611999531,"GENMOM","2040-2064",0.972,1
102600,-3,19.29906782,3.702707368,3242.1562522288,"GENMOM","2065-2089",0.906,1
102600,-3,19.29906782,3.702707368,3013.83568413164,"NLDAS","1989-2014",0.969,1
102600,-3,19.29906782,3.702707368,3257.52825770256,"CM2","2040-2064",0.906,1
102800,-3,13.52692442,3.800983226,3292.11265882138,"ECHAM","2040-2064",0.928,1
102800,-3,13.52692442,3.800983226,3222.79503942809,"GENMOM","2065-2089",0.928,1
102800,-3,13.52692442,3.800983226,2991.51782410381,"NLDAS","1989-2014",1,1
102800,-3,13.52692442,3.800983226,3647.51848414484,"ECHAM","2065-2089",0.928,1
102800,-3,13.52692442,3.800983226,3239.17389759607,"CM2","2040-2064",0.928,1
102800,-3,13.52692442,3.800983226,3022.33325738447,"GENMOM","2040-2064",0.997,1
102900,-3,6.047018143,2.710857143,2958.58905396589,"NLDAS","1989-2014",0.769,1
102900,-3,6.047018143,2.710857143,3230.55435025543,"CM2","2040-2064",0.927,1
102900,-3,6.047018143,2.710857143,3193.88256135454,"GENMOM","2065-2089",0.927,1
102900,-3,6.047018143,2.710857143,3269.32204443419,"ECHAM","2040-2064",0.927,1
102900,-3,6.047018143,2.710857143,3630.30357422763,"ECHAM","2065-2089",0.927,1
102900,-3,6.047018143,2.710857143,2992.26564045136,"GENMOM","2040-2064",0.9,1
103300,-3,13.06737314,4.35442,3663.16666424602,"ECHAM","2065-2089",0.928,1
103300,-3,13.06737314,4.35442,3249.38752080125,"CM2","2040-2064",0.928,1
103300,-3,13.06737314,4.35442,3307.41454149111,"ECHAM","2040-2064",0.928,1
103300,-3,13.06737314,4.35442,3232.15320115769,"GENMOM","2065-2089",0.928,1
103300,-3,13.06737314,4.35442,3030.11374013847,"GENMOM","2040-2064",0.993,1
103300,-3,13.06737314,4.35442,3010.08571730369,"NLDAS","1989-2014",1,1
103400,-3,16.56914968,3.51553047,3176.30280713141,"CM2","2040-2064",0.906,1
103400,-3,16.56914968,3.51553047,3585.07970174375,"ECHAM","2065-2089",0.906,1
103400,-3,16.56914968,3.51553047,2935.5785309743,"NLDAS","1989-2014",0.975,1
103400,-3,16.56914968,3.51553047,3229.0882727488,"ECHAM","2040-2064",0.906,1
103400,-3,16.56914968,3.51553047,2967.88389436171,"GENMOM","2040-2064",0.88,1
103400,-3,16.56914968,3.51553047,3166.60414012491,"GENMOM","2065-2089",0.906,1
103600,-3,27.13757222,2.359603478,3209.85476318243,"CM2","2040-2064",0.982,1
103600,-3,27.13757222,2.359603478,2952.20438776435,"NLDAS","1989-2014",0.541,1
103600,-3,27.13757222,2.359603478,3198.15647443026,"GENMOM","2065-2089",0.982,1
103600,-3,27.13757222,2.359603478,3260.44534145964,"ECHAM","2040-2064",0.982,1
103600,-3,27.13757222,2.359603478,2999.57080555718,"GENMOM","2040-2064",0.842,1
103600,-3,27.13757222,2.359603478,3612.42659244521,"ECHAM","2065-2089",0.982,1
103900,-3,117.3482218,1.565190889,2977.60682644785,"CM2","2040-2064",0.633,1
103900,-3,117.3482218,1.565190889,2756.29709703478,"GENMOM","2040-2064",0.907,1
103900,-3,117.3482218,1.565190889,2952.47840325577,"GENMOM","2065-2089",0.548,1
103900,-3,117.3482218,1.565190889,3369.69492462003,"ECHAM","2065-2089",0.957,1
103900,-3,117.3482218,1.565190889,3021.9090617849,"ECHAM","2040-2064",0.611,1
103900,-3,117.3482218,1.565190889,2735.22175024746,"NLDAS","1989-2014",0.929,1
104000,-3,89.66414065,4.517768215,3244.72172572832,"ECHAM","2040-2064",0.928,1
104000,-3,89.66414065,4.517768215,3166.84798292003,"GENMOM","2065-2089",0.928,1
104000,-3,89.66414065,4.517768215,2952.27114501377,"NLDAS","1989-2014",0.974,1
104000,-3,89.66414065,4.517768215,3596.6984328273,"ECHAM","2065-2089",0.928,1
104000,-3,89.66414065,4.517768215,2975.47903673181,"GENMOM","2040-2064",1,1
104000,-3,89.66414065,4.517768215,3188.15742671281,"CM2","2040-2064",0.928,1
104200,-3,17.99446944,3.778468966,3262.06337423643,"ECHAM","2040-2064",0.928,1
104200,-3,17.99446944,3.778468966,3616.37682788332,"ECHAM","2065-2089",0.928,1
104200,-3,17.99446944,3.778468966,3211.98360225071,"CM2","2040-2064",0.928,1
104200,-3,17.99446944,3.778468966,2995.29852514877,"GENMOM","2040-2064",1,1
104200,-3,17.99446944,3.778468966,2974.68328175187,"NLDAS","1989-2014",1,1
104200,-3,17.99446944,3.778468966,3196.74893843404,"GENMOM","2065-2089",0.928,1
104300,-3,11.74785715,3.54625,3663.75687627399,"ECHAM","2065-2089",0.906,1
104300,-3,11.74785715,3.54625,3009.89822179538,"NLDAS","1989-2014",0.975,1
104300,-3,11.74785715,3.54625,3232.89266422524,"GENMOM","2065-2089",0.906,1
104300,-3,11.74785715,3.54625,3305.85454833408,"ECHAM","2040-2064",0.906,1
104300,-3,11.74785715,3.54625,3032.07613281774,"GENMOM","2040-2064",0.973,1
104300,-3,11.74785715,3.54625,3255.11187070765,"CM2","2040-2064",0.906,1
104600,-3,16.82410385,4.454769231,3172.59129113609,"ECHAM","2040-2064",0.928,1
104600,-3,16.82410385,4.454769231,3085.43564950582,"GENMOM","2065-2089",0.989,1
104600,-3,16.82410385,4.454769231,2862.72601488356,"NLDAS","1989-2014",1,1
104600,-3,16.82410385,4.454769231,3130.30881140776,"CM2","2040-2064",0.943,1
104600,-3,16.82410385,4.454769231,2884.47695880241,"GENMOM","2040-2064",1,1
104600,-3,16.82410385,4.454769231,3530.50097569512,"ECHAM","2065-2089",0.928,1
104700,-3,19.16542987,3.702093793,3247.4809901304,"ECHAM","2040-2064",0.906,1
104700,-3,19.16542987,3.702093793,2927.40544161764,"NLDAS","1989-2014",0.967,1
104700,-3,19.16542987,3.702093793,2972.6864650724,"GENMOM","2040-2064",0.866,1
104700,-3,19.16542987,3.702093793,3602.78174159966,"ECHAM","2065-2089",0.906,1
104700,-3,19.16542987,3.702093793,3201.78907370456,"CM2","2040-2064",0.906,1
